insured name,insured address,country of incorporation,business_description,risk_type,broker _contact,class_of_business,submission_date,claims_frequency,Largest_single_loss,incurred_Loss,Ultimate_Premium,Loss_Ratio,TIV
Summit Engineering Ltd,"45 Business Park, City_172, UK",Germany,Food Processing,Industrial All Risks,Gallagher London,Casualty,08-02-2026,0,159354,6983809,13984401,0.4994,1144585503
Everest Industries Ltd,"221 Business Park, City_49, UK",Netherlands,Oil & Gas Services,Energy Offshore,WTW London,Financial Lines,28-01-2026,5,3029400,5354803,13981211,0.383,1081934360
Redwood Holdings Ltd,"116 Business Park, City_191, UK",United Kingdom,Construction Contractor,Energy Offshore,Howden UK,Property Damage & BI,22-02-2026,6,918208,1544397,4392483,0.3516,476762425
Atlantic Group PLC,"58 Business Park, City_138, UK",Germany,Manufacturing,Marine Hull,Gallagher London,Marine,09-02-2026,6,714096,2021182,2316541,0.8725,657866566
Northbridge Foods Ltd,"227 Business Park, City_105, UK",Netherlands,Food Processing,Products Liability,Marsh Ltd,Financial Lines,03-01-2026,1,1139303,4400230,7790776,0.5648,576149829
Summit Technologies Ltd,"30 Business Park, City_154, UK",Singapore,Retail & Distribution,General Liability,BMS Group,Property Damage & BI,21-01-2026,4,3275449,4815023,12055643,0.3994,538469155
BlueWave Logistics Ltd,"171 Business Park, City_198, UK",Netherlands,Manufacturing,General Liability,Gallagher London,Financial Lines,19-01-2026,1,4169662,12873276,12950982,0.994,325951813
Crown Engineering Ltd,"244 Business Park, City_44, UK",Singapore,Marine Shipping,Energy Offshore,BMS Group,Financial Lines,10-01-2026,3,1301908,3426825,6143467,0.5578,1455778968
Harbour Technologies Ltd,"230 Business Park, City_176, UK",Netherlands,Marine Shipping,Professional Indemnity,Aon UK Ltd,Casualty,07-01-2026,5,2680170,3550212,12895796,0.2753,145840666
Crown Shipping Ltd,"105 Business Park, City_164, UK",Singapore,Electronics Manufacturing,General Liability,Aon UK Ltd,Products Liability,31-01-2026,6,1411689,1753629,5242540,0.3345,333276740
Oakridge Logistics Ltd,"122 Business Park, City_164, UK",United States,Oil & Gas Services,General Liability,BMS Group,Energy,09-01-2026,6,204981,239733,2724244,0.088,530972129
Oakridge Engineering Ltd,"46 Business Park, City_133, UK",Singapore,Oil & Gas Services,Products Liability,Marsh Ltd,Energy,26-01-2026,3,45873,65359,204633,0.3194,857175461
Summit Holdings Ltd,"24 Business Park, City_172, UK",France,Electronics Manufacturing,Professional Indemnity,Marsh Ltd,Casualty,25-01-2026,2,21159,1498752,11260347,0.1331,1468023873
Trinity Shipping Ltd,"185 Business Park, City_186, UK",United Kingdom,Oil & Gas Services,Industrial All Risks,WTW London,Property Damage & BI,21-01-2026,0,647532,1086537,2493774,0.4357,1310687007
Harbour Industries Ltd,"53 Business Park, City_172, UK",United Kingdom,Retail & Distribution,Industrial All Risks,Aon UK Ltd,Marine,21-02-2026,1,505016,781136,1267461,0.6163,34153654
Silverstone Capital Partners Ltd,"4 Business Park, City_75, UK",France,Electronics Manufacturing,Products Liability,WTW London,Energy,04-03-2026,2,974789,1882181,9199321,0.2046,63552564
Summit Logistics Ltd,"249 Business Park, City_108, UK",United States,Electronics Manufacturing,Professional Indemnity,Aon UK Ltd,Property Damage & BI,11-02-2026,2,467486,2156689,6324604,0.341,22577076
Northbridge Group PLC,"84 Business Park, City_92, UK",Germany,Manufacturing,Industrial All Risks,WTW London,Casualty,29-03-2026,5,1421755,1841483,2991850,0.6155,1000451786
Highland Shipping Ltd,"85 Business Park, City_42, UK",United Kingdom,Construction Contractor,Products Liability,Howden UK,Casualty,31-03-2026,6,1977766,5463586,8302061,0.6581,1004916403
BlueWave Holdings Ltd,"102 Business Park, City_135, UK",Netherlands,Oil & Gas Services,Marine Hull,Howden UK,Products Liability,01-04-2026,1,7587896,8462718,10841300,0.7806,1385832963
Everest Engineering Ltd,"157 Business Park, City_50, UK",France,Construction Contractor,Marine Hull,Gallagher London,Property Damage & BI,01-03-2026,3,78731,3351014,7875475,0.4255,918580241
Summit Energy Services Ltd,"188 Business Park, City_131, UK",Netherlands,Electronics Manufacturing,Energy Offshore,BMS Group,Products Liability,28-02-2026,4,2137706,11003335,13441651,0.8186,1446409497
Northbridge Logistics Ltd,"118 Business Park, City_175, UK",France,Oil & Gas Services,Marine Hull,BMS Group,Energy,09-02-2026,3,871598,1208433,6773732,0.1784,888233511
Summit Technologies Ltd,"143 Business Park, City_120, UK",United States,Electronics Manufacturing,Professional Indemnity,WTW London,Marine,28-01-2026,1,1208238,2597516,4434892,0.5857,1326802021
Summit Industries Ltd,"148 Business Park, City_121, UK",France,Manufacturing,Industrial All Risks,Howden UK,Marine,12-03-2026,4,149587,192205,195689,0.9822,1170381663
Trinity Technologies Ltd,"95 Business Park, City_85, UK",Germany,Food Processing,Energy Offshore,Aon UK Ltd,Marine,28-02-2026,2,2422370,3939397,13219454,0.298,1248513881
Highland Technologies Ltd,"122 Business Park, City_154, UK",United Kingdom,Financial Advisory,Industrial All Risks,Gallagher London,Financial Lines,01-01-2026,6,917404,1463594,4671542,0.3133,240797239
Summit Energy Services Ltd,"190 Business Park, City_35, UK",France,Retail & Distribution,Energy Offshore,Marsh Ltd,Energy,23-01-2026,6,80801,184421,1690386,0.1091,1116781199
Greenfield Foods Ltd,"87 Business Park, City_172, UK",United Kingdom,Electronics Manufacturing,General Liability,Lockton Companies,Casualty,16-03-2026,5,6505347,7062003,7384716,0.9563,672987762
Silverstone Industries Ltd,"174 Business Park, City_133, UK",Netherlands,Construction Contractor,Industrial All Risks,BMS Group,Energy,05-02-2026,6,4346135,13010127,13495983,0.964,1135064856
Sterling Industries Ltd,"189 Business Park, City_29, UK",France,Electronics Manufacturing,Marine Hull,BMS Group,Marine,13-02-2026,1,8315251,9074007,10487757,0.8652,1278602550
Crown Foods Ltd,"249 Business Park, City_50, UK",Singapore,Construction Contractor,General Liability,Gallagher London,Products Liability,11-02-2026,0,245810,618029,9936164,0.0622,598833072
Everest Shipping Ltd,"219 Business Park, City_138, UK",United States,Manufacturing,Marine Hull,Aon UK Ltd,Marine,16-01-2026,2,3769411,8855987,9453445,0.9368,1006501912
Crown Industries Ltd,"40 Business Park, City_105, UK",Netherlands,Marine Shipping,Marine Hull,Lockton Companies,Property Damage & BI,18-01-2026,2,1703556,3554786,3579125,0.9932,600813742
BlueWave Logistics Ltd,"212 Business Park, City_88, UK",France,Oil & Gas Services,Products Liability,Gallagher London,Property Damage & BI,16-01-2026,2,224208,1518173,12020374,0.1263,14799483
Atlantic Energy Services Ltd,"201 Business Park, City_136, UK",United Kingdom,Marine Shipping,Products Liability,Aon UK Ltd,Energy,19-02-2026,4,624231,3491228,12699993,0.2749,984626631
Summit Capital Partners Ltd,"143 Business Park, City_47, UK",United States,Marine Shipping,Energy Offshore,BMS Group,Energy,30-01-2026,4,39594,1598996,5662169,0.2824,1137621069
Atlantic Engineering Ltd,"207 Business Park, City_68, UK",United States,Oil & Gas Services,Marine Hull,Marsh Ltd,Casualty,26-01-2026,2,4109163,6828228,7882060,0.8663,251026973
Sterling Energy Services Ltd,"234 Business Park, City_117, UK",Netherlands,Electronics Manufacturing,General Liability,Gallagher London,Property Damage & BI,24-02-2026,6,386158,1685607,3033305,0.5557,1327266798
Highland Group PLC,"190 Business Park, City_50, UK",Germany,Financial Advisory,Marine Hull,Aon UK Ltd,Products Liability,22-02-2026,3,797368,2186193,8894198,0.2458,582103979
Everest Technologies Ltd,"44 Business Park, City_17, UK",Netherlands,Retail & Distribution,Professional Indemnity,Aon UK Ltd,Products Liability,27-02-2026,0,4523775,8472919,12274257,0.6903,133207854
Highland Industries Ltd,"77 Business Park, City_124, UK",Germany,Manufacturing,Energy Offshore,Lockton Companies,Casualty,17-01-2026,4,1216165,1714655,2897357,0.5918,1234044501
Ironclad Industries Ltd,"201 Business Park, City_52, UK",France,Construction Contractor,Professional Indemnity,Marsh Ltd,Energy,15-02-2026,1,1951833,3298284,3955252,0.8339,125789235
Oakridge Holdings Ltd,"144 Business Park, City_115, UK",Singapore,Marine Shipping,General Liability,Lockton Companies,Energy,02-01-2026,5,2898070,2993194,5085277,0.5886,804019032
Highland Energy Services Ltd,"111 Business Park, City_47, UK",United States,Food Processing,General Liability,Lockton Companies,Financial Lines,01-03-2026,1,318073,537885,9605098,0.056,1022753148
Everest Shipping Ltd,"20 Business Park, City_76, UK",Germany,Food Processing,Industrial All Risks,Gallagher London,Products Liability,13-03-2026,3,272564,354625,1185244,0.2992,1202964313
Northbridge Logistics Ltd,"162 Business Park, City_175, UK",United Kingdom,Marine Shipping,Industrial All Risks,Gallagher London,Financial Lines,14-02-2026,1,1140281,2140917,4551271,0.4704,950403654
Redwood Energy Services Ltd,"150 Business Park, City_167, UK",United States,Manufacturing,Professional Indemnity,Aon UK Ltd,Casualty,14-03-2026,5,1751847,2076009,4366869,0.4754,1059891864
Trinity Foods Ltd,"24 Business Park, City_15, UK",United States,Electronics Manufacturing,Products Liability,Gallagher London,Property Damage & BI,28-02-2026,5,1335336,3360960,10565737,0.3181,647720697
BlueWave Group PLC,"111 Business Park, City_185, UK",France,Retail & Distribution,Industrial All Risks,BMS Group,Financial Lines,27-03-2026,4,985438,3116289,5450917,0.5717,1356801100
Northbridge Foods Ltd,"22 Business Park, City_2, UK",United Kingdom,Retail & Distribution,Products Liability,Howden UK,Energy,25-03-2026,4,336343,1088683,5130458,0.2122,412320273
Greenfield Logistics Ltd,"32 Business Park, City_55, UK",United Kingdom,Manufacturing,General Liability,Marsh Ltd,Energy,02-03-2026,5,2791373,5263184,14746945,0.3569,490043453
Atlantic Shipping Ltd,"11 Business Park, City_78, UK",Germany,Manufacturing,Energy Offshore,Aon UK Ltd,Casualty,23-03-2026,3,8868,174259,205616,0.8475,1287631403
Ironclad Engineering Ltd,"68 Business Park, City_59, UK",United Kingdom,Food Processing,Marine Hull,Howden UK,Casualty,03-03-2026,0,2875940,3143267,14854763,0.2116,26165523
Sterling Shipping Ltd,"195 Business Park, City_114, UK",Netherlands,Electronics Manufacturing,Marine Hull,BMS Group,Property Damage & BI,23-02-2026,2,6515,1247184,3295943,0.3784,625305379
Summit Capital Partners Ltd,"184 Business Park, City_127, UK",Germany,Financial Advisory,Products Liability,WTW London,Energy,10-03-2026,1,1758821,6825894,10730852,0.6361,162325254
Harbour Engineering Ltd,"205 Business Park, City_140, UK",Netherlands,Retail & Distribution,Products Liability,Lockton Companies,Property Damage & BI,26-03-2026,5,1797918,6804062,7771630,0.8755,209660532
Sterling Holdings Ltd,"169 Business Park, City_85, UK",United Kingdom,Manufacturing,General Liability,Aon UK Ltd,Casualty,19-01-2026,6,103992,2310411,7286067,0.3171,870040777
Crown Energy Services Ltd,"78 Business Park, City_40, UK",Germany,Marine Shipping,Industrial All Risks,BMS Group,Financial Lines,09-01-2026,1,659079,1229661,2501346,0.4916,1279119242
Sterling Holdings Ltd,"244 Business Park, City_3, UK",France,Retail & Distribution,Professional Indemnity,Lockton Companies,Financial Lines,06-01-2026,5,497485,1374643,1587348,0.866,1005916459
Trinity Logistics Ltd,"63 Business Park, City_110, UK",Singapore,Food Processing,Marine Hull,Howden UK,Property Damage & BI,26-03-2026,2,409243,520122,1928522,0.2697,885643125
Redwood Engineering Ltd,"150 Business Park, City_147, UK",Singapore,Food Processing,Energy Offshore,Howden UK,Property Damage & BI,24-03-2026,0,2433768,3370260,9921284,0.3397,1423278799
Silverstone Logistics Ltd,"113 Business Park, City_109, UK",United States,Food Processing,General Liability,Marsh Ltd,Marine,27-03-2026,2,8863541,9086512,14464362,0.6282,36224453
Ironclad Logistics Ltd,"45 Business Park, City_189, UK",Netherlands,Retail & Distribution,Energy Offshore,WTW London,Marine,01-01-2026,0,984800,1106811,1966965,0.5627,1354661468
Summit Group PLC,"78 Business Park, City_54, UK",Netherlands,Retail & Distribution,Energy Offshore,Marsh Ltd,Products Liability,22-02-2026,4,63473,227515,1649861,0.1379,796797279
Redwood Logistics Ltd,"116 Business Park, City_55, UK",Germany,Marine Shipping,Products Liability,WTW London,Products Liability,07-01-2026,4,6112001,11572201,13998066,0.8267,373761950
Harbour Energy Services Ltd,"74 Business Park, City_95, UK",United States,Marine Shipping,Products Liability,Howden UK,Financial Lines,23-01-2026,6,3647480,4638615,11666537,0.3976,1303410720
BlueWave Group PLC,"140 Business Park, City_191, UK",United States,Retail & Distribution,Marine Hull,Howden UK,Property Damage & BI,21-03-2026,1,978976,1237378,6056675,0.2043,1347654987
Northbridge Capital Partners Ltd,"87 Business Park, City_45, UK",Germany,Food Processing,General Liability,Lockton Companies,Marine,29-03-2026,5,796998,826583,3207542,0.2577,1262983437
Oakridge Engineering Ltd,"236 Business Park, City_63, UK",United States,Construction Contractor,Products Liability,Aon UK Ltd,Financial Lines,01-03-2026,2,275930,396684,1739080,0.2281,1280961293
Redwood Capital Partners Ltd,"187 Business Park, City_66, UK",Netherlands,Electronics Manufacturing,Energy Offshore,Marsh Ltd,Financial Lines,20-01-2026,5,547425,605226,3598253,0.1682,356167154
Highland Logistics Ltd,"240 Business Park, City_120, UK",France,Manufacturing,General Liability,Howden UK,Marine,02-01-2026,6,205079,2727695,5742516,0.475,92200823
Sterling Holdings Ltd,"63 Business Park, City_16, UK",United States,Electronics Manufacturing,Industrial All Risks,Gallagher London,Marine,04-01-2026,4,1443759,1592740,2505491,0.6357,105019116
Redwood Energy Services Ltd,"90 Business Park, City_37, UK",France,Food Processing,Industrial All Risks,BMS Group,Energy,04-01-2026,1,2360582,2422731,4071817,0.595,270395230
Crown Energy Services Ltd,"94 Business Park, City_145, UK",United Kingdom,Financial Advisory,Industrial All Risks,Gallagher London,Marine,26-03-2026,1,2259368,2723799,8206687,0.3319,626612381
Ironclad Capital Partners Ltd,"82 Business Park, City_149, UK",Netherlands,Electronics Manufacturing,Products Liability,Aon UK Ltd,Products Liability,28-01-2026,6,4639311,4740354,8384072,0.5654,922240615
Trinity Foods Ltd,"66 Business Park, City_94, UK",United Kingdom,Food Processing,Professional Indemnity,Gallagher London,Financial Lines,13-01-2026,1,3126165,4802397,14447646,0.3324,686382013
Trinity Engineering Ltd,"194 Business Park, City_100, UK",Netherlands,Construction Contractor,General Liability,Aon UK Ltd,Marine,07-02-2026,0,4945225,8676180,14489279,0.5988,1029283897
Ironclad Industries Ltd,"2 Business Park, City_193, UK",United Kingdom,Financial Advisory,Industrial All Risks,Howden UK,Energy,16-01-2026,3,1089923,3349160,7517757,0.4455,500560284
Redwood Industries Ltd,"91 Business Park, City_109, UK",United Kingdom,Construction Contractor,General Liability,WTW London,Energy,11-03-2026,1,314403,6577574,13654918,0.4817,1283093616
Atlantic Logistics Ltd,"209 Business Park, City_16, UK",Germany,Retail & Distribution,Products Liability,Aon UK Ltd,Products Liability,19-02-2026,5,3259161,5181350,9752213,0.5313,931871571
Harbour Shipping Ltd,"104 Business Park, City_4, UK",France,Electronics Manufacturing,Products Liability,BMS Group,Products Liability,12-03-2026,6,456903,748500,1423275,0.5259,1248940080
Sterling Engineering Ltd,"160 Business Park, City_108, UK",Singapore,Marine Shipping,Products Liability,Lockton Companies,Marine,09-02-2026,0,1818954,5478364,5810122,0.9429,1182268390
Ironclad Foods Ltd,"147 Business Park, City_63, UK",United Kingdom,Oil & Gas Services,Marine Hull,Lockton Companies,Property Damage & BI,03-03-2026,0,5425161,6616904,8435625,0.7844,1361580804
Crown Logistics Ltd,"84 Business Park, City_188, UK",France,Retail & Distribution,Products Liability,BMS Group,Products Liability,23-03-2026,3,223196,336573,4191454,0.0803,948693931
Ironclad Industries Ltd,"102 Business Park, City_76, UK",United States,Oil & Gas Services,General Liability,Lockton Companies,Marine,20-01-2026,1,1052241,2996984,9065289,0.3306,894951997
Atlantic Capital Partners Ltd,"159 Business Park, City_6, UK",United Kingdom,Oil & Gas Services,Energy Offshore,Marsh Ltd,Energy,27-01-2026,6,24280,1239329,4388561,0.2824,882156080
Ironclad Capital Partners Ltd,"57 Business Park, City_175, UK",Singapore,Financial Advisory,Marine Hull,Aon UK Ltd,Casualty,27-02-2026,3,416933,563873,608015,0.9274,919582883
Atlantic Engineering Ltd,"210 Business Park, City_78, UK",Netherlands,Financial Advisory,General Liability,BMS Group,Casualty,18-02-2026,5,889314,1016470,2904202,0.35,301361227
BlueWave Foods Ltd,"133 Business Park, City_80, UK",United Kingdom,Manufacturing,Industrial All Risks,Gallagher London,Products Liability,01-01-2026,1,339382,3906118,4654574,0.8392,1111121700
